标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
国信嘉园 4室2厅 10000元,4室2厅,167,10000,59.88
金盛曼城 3室1厅 5500元,3室1厅,125,5500,44.0
江南文苑 3室1厅 6500元,3室1厅,89,6500,73.034
湘云雅苑 2室1厅 5200元,2室1厅,60,5200,86.667
大四房 精装修 拎包入住 国信嘉园 看房有钥匙,4室1厅,150,8000,53.333
金龙大厦 1室1厅 4000元,1室1厅,43,4000,93.023
天鸿君邑 1室1厅 3600元,1室1厅,56.56,3600,63.649
滨文苑 3室2厅 6000元,3室2厅,120,6000,50.0
房东自住装修  盛元慧谷 彩虹城板块 拎包入住,3室1厅,120,7000,58.333
江南文苑 3室2厅 6000元,3室2厅,89,6000,67.416
白金海岸 2室1厅 5800元,2室1厅,94,5800,61.702
世茂之西湖 1室1厅 4500元,1室1厅,47,4500,95.745
万科逸天广场 1室1厅 3300元,1室1厅,41.15,3300,80.194
钱江水晶城 3室2厅 7200元,3室2厅,89.24,7200,80.681
大三房 华贵精装 拎包入住 南北通透楼层佳,3室2厅,157,13000,82.803
现代印象广场 1室1厅 3000元,1室1厅,38,3000,78.947
海威钱塘之星 2室1厅 7000元,2室1厅,43,7000,162.791
金盛曼城 3室2厅 6500元,3室2厅,133.13,6500,48.824
中奥江锦国际 1室1厅 4700元,1室1厅,54,4700,87.037
星光国际公馆 1室1厅 4200元,1室1厅,54,4200,77.778
星耀城 1室1厅 6200元,1室1厅,42.23,6200,146.815
绿地旭辉城 3室2厅 6500元,3室2厅,89,6500,73.034
滨康小区 2室1厅 4000元,2室1厅,67,4000,59.701
开发商精装修交付  视野开阔 大三房 近奥体三桥钱塘江,3室2厅,89,7000,78.652
地铁口 拎包入住 我在东方花城等你哦！,3室1厅,89.62,6000,66.949
凯瑞金座 1室1厅 4300元,1室1厅,59,4300,72.881
近地铁，靠沿江风光带！高档品质休闲应有，尽有！,3室2厅,141.3,8000,56.617
中等装修，生活设备齐全，可拎包入住,2室2厅,89.2,5800,65.022
兴耀鑫都汇 2室0厅 3600元,2室0厅,49.14,3600,73.26
精装酒店式公寓，家电齐全，随时入住,1室1厅,49.01,4500,91.818
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
精装修一居室，之前没有出租过，干净清爽,1室1厅,47,4500,95.745
绿地旭辉城 开发商统一精装 单身公寓 价格包网包物业,1室1厅,77,6000,77.922
南都江滨花园 3室1厅 7000元,3室1厅,100,7000,70.0
湘云雅苑 2室1厅 4800元,2室1厅,62,4800,77.419
白马湖小区孔雀苑 3室2厅 7400元,3室2厅,130,7400,56.923
茂御居精装Loft 家电齐全 看房联系,2室1厅,88.53,8000,90.365
绿地旭辉城 1室1厅 5000元,1室1厅,60,5000,83.333
云厦连园 3室2厅 6500元,3室2厅,89,6500,73.034
茂御居纯江景房 楼层采光好 全新装修 无忧入住,1室1厅,47,5500,117.021
贺田尚城 3室2厅 9000元,3室2厅,267,9000,33.708
春波西苑2居室 02卧,2室1厅,13.1,2490,190.076
温馨人家 3室1厅 6700元,3室1厅,139,6700,48.201
滨兴东苑 3室2厅 6500元,3室2厅,89,6500,73.034
金铂湾 1室1厅 6700元,1室1厅,59.1,6700,113.367
万科逸天广场 5室2厅 14500元,5室2厅,200,14500,72.5
长江小区 3室2厅 5700元,3室2厅,85,5700,67.059
滨江宝龙城市广场 1室0厅 3900元,1室0厅,40,3900,97.5
世茂之西湖 3室1厅 9000元,3室1厅,89,9000,101.124
汉峰峰公馆 1室1厅 6500元,1室1厅,50.66,6500,128.306
中南白马湖壹号 4室2厅 6500元,4室2厅,89,6500,73.034
精装酒店式公寓，家电齐全，随时入住,1室1厅,47.4,4300,90.717
云厦连园 2室1厅 5500元,2室1厅,85.12,5500,64.615
开发商统一精装 朝南 采光好 楼层好,2室2厅,45.92,6800,148.084
铁岭花园 6室2厅 10800元,6室2厅,160,10800,67.5
中南白马湖壹号 3室2厅 6700元,3室2厅,89,6700,75.281
精装酒店式公寓，家电齐全，随时入住,1室1厅,52.67,6250,118.663
杭二中　钱塘山水　精装三室　可看江　拎包入住,3室1厅,89,6800,76.404
精装修一居室，之前没有出租过，干净清爽,1室1厅,48.75,5000,102.564
潮人汇 2室1厅 6000元,2室1厅,144,6000,41.667
转交边套全景落地窗，可看钱塘江灯光秀和奥体莲花,2室2厅,89,7500,84.27
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
汉峰峰公馆 1室1厅 6000元,1室1厅,50.66,6000,118.437
钱江水晶城 2室1厅 5200元,2室1厅,75,5200,69.333
，精装自住，纯边套，户型方正.拎包入住,3室2厅,89,7000,78.652
湘云雅苑 2室1厅 5200元,2室1厅,62,5200,83.871
精装修四房  南北通透 双明卫 带暖气  带车位,4室2厅,144.86,12000,82.839
玲珑府 1室2厅 5200元,1室2厅,49,5200,106.122
茂御居精装1室 配套全 小区好 江景房 随时可看~,1室1厅,47.4,4300,90.717
燕语林森公寓 3室2厅 7800元,3室2厅,124,7800,62.903
积家 1室1厅 4800元,1室1厅,40.07,4800,119.79
汉峰峰公馆 1室1厅 6300元,1室1厅,51,6300,123.529
绿地旭辉城 开发商统一精装 单身公寓 价格包网包物业,1室1厅,60,5000,83.333
观邸国际 2室1厅 6500元,2室1厅,130,6500,50.0
文耀大厦 1室1厅 4000元,1室1厅,52.48,4000,76.22
汉峰峰公馆 1室1厅 5500元,1室1厅,50.66,5500,108.567
兴耀鑫都汇 2室1厅 5200元,2室1厅,42,5200,123.81
金龙大厦 1室1厅 5000元,1室1厅,68.6,5000,72.886
湘云雅苑 2室1厅 5000元,2室1厅,62.5,5000,80.0
万科逸天广场 2室1厅 5800元,2室1厅,92,5800,63.043
楼层高，采光好，户型好，南北通透，可以长期出租,3室2厅,87.72,5500,62.699
万科逸天广场 4室2厅 15000元,4室2厅,191,15000,78.534
东和时代 1室1厅 4600元,1室1厅,54.12,4600,84.996
玲珑府 4室2厅 7700元,4室2厅,81.15,7700,94.886
白马湖小区白鹤苑5居室 02卧,5室1厅,11.4,2190,192.105
文耀大厦 1室1厅 4600元,1室1厅,68.88,4600,66.783
江滨澜廷 1室1厅 7000元,1室1厅,56.5,7000,123.894
白马湖小区白鹤苑5居室 02卧,5室1厅,11.4,2190,192.105
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2830,179.114
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2790,176.582
白马湖小区白鹤苑5居室 01卧,5室1厅,20,2990,149.5
茂御居精装1房 高楼层 江景好 拎包入住 随时可看！,1室1厅,49,4800,97.959
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
水印城 2室1厅 6400元,2室1厅,62.19,6400,102.91
兴耀鑫都汇 2室1厅 5300元,2室1厅,49.8,5300,106.426
绿地旭辉城 4室2厅 12000元,4室2厅,130,12000,92.308
湘云雅苑 2室1厅 4000元,2室1厅,65,4000,61.538
风尚蓝湾 1室1厅 4000元,1室1厅,60,4000,66.667
春波西苑4居室 01卧,4室1厅,13.2,2330,176.515
白马湖小区白鹤苑5居室 01卧,5室1厅,19.6,2890,147.449
长河商厦 3室1厅 7000元,3室1厅,116,7000,60.345
缤纷小区 2室1厅 4800元,2室1厅,65,4800,73.846
中南白马湖壹号 3室2厅 5500元,3室2厅,89,5500,61.798
中奥江锦国际 1室1厅 4000元,1室1厅,50,4000,80.0
白马湖小区白鹤苑5居室 02卧,5室1厅,11.7,2190,187.179
白马湖小区白鹤苑5居室 06卧,5室1厅,11.1,1690,152.252
新州花苑 3室2厅 6500元,3室2厅,132,6500,49.242
春波西苑 4室1厅 8500元,4室1厅,101,8500,84.158
白马湖小区白鹤苑5居室 06卧,5室1厅,11.8,1690,143.22
同人春江时代花园 4室2厅 13000元,4室2厅,169,13000,76.923
春波西苑4居室 05卧,4室1厅,15.2,2490,163.816
寰宇天下 3室2厅 9000元,3室2厅,182,9000,49.451
中南白马湖壹号 4室1厅 6200元,4室1厅,93,6200,66.667
白马湖小区白鹤苑5居室 03卧,5室1厅,11,1790,162.727
白马湖小区白鹤苑5居室 05卧,5室1厅,8.7,1590,182.759
中南白马湖壹号 3室2厅 6000元,3室2厅,89,6000,67.416
绿地旭辉城 3室2厅 12000元,3室2厅,138,12000,86.957
中南白马湖壹号 4室2厅 6800元,4室2厅,119.88,6800,56.723
风尚蓝湾 1室0厅 3500元,1室0厅,41,3500,85.366
金铂湾 1室1厅 7000元,1室1厅,68,7000,102.941
湘云雅苑 2室1厅 4800元,2室1厅,62,4800,77.419
湘云雅苑 4室0厅 7500元,4室0厅,100,7500,75.0
金铂湾 1室2厅 6500元,1室2厅,52,6500,125.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
保亿风景蝶院观园 3室1厅 5800元,3室1厅,146,5800,39.726
精装酒店式公寓，家电齐全，随时入住,1室1厅,47.4,4500,94.937
盛元慧谷 3室2厅 8500元,3室2厅,90.57,8500,93.85
龙湖春江彼岸 4室1厅 11000元,4室1厅,138,11000,79.71
汉峰峰公馆 1室1厅 6500元,1室1厅,50.66,6500,128.306
中海钱塘山水 4室2厅 8000元,4室2厅,89,8000,89.888
绿地旭辉城 3室1厅 7000元,3室1厅,89,7000,78.652
汉峰峰公馆 2室1厅 9000元,2室1厅,99,9000,90.909
江滨澜廷 1室1厅 7500元,1室1厅,58,7500,129.31
精装酒店式公寓，家电齐全，随时入住,1室1厅,47,4300,91.489
龙湖春江彼岸 3室2厅 6200元,3室2厅,89,6200,69.663
精装修，采光良好，视野开阔，拎包入住！,2室1厅,87,4500,51.724
倾城之恋 3室1厅 8000元,3室1厅,122.93,8000,65.078
白马湖小区鸿雁苑 2室2厅 5000元,2室2厅,88,5000,56.818
万科璞悦湾 3室2厅 7000元,3室2厅,88,7000,79.545
江景房 精装地暖 拎包入住 杭二中浦沿,4室2厅,224.67,22000,97.921
半岛国际 3室2厅 10000元,3室2厅,123,10000,81.301
风雅钱塘 3室2厅 7500元,3室2厅,124,7500,60.484
江虹小区 1室1厅 4300元,1室1厅,60,4300,71.667
开发商精装，家电齐全，此价格包含物业，密码看房,1室1厅,55,5000,90.909
金铂湾 1室1厅 6500元,1室1厅,65,6500,100.0
水印城 2室1厅 6400元,2室1厅,62.19,6400,102.91
兴耀鑫都汇 2室1厅 5300元,2室1厅,49.8,5300,106.426
绿地旭辉城 4室2厅 12000元,4室2厅,130,12000,92.308
湘云雅苑 2室1厅 4000元,2室1厅,65,4000,61.538
白马湖小区白鹤苑5居室 02卧,5室1厅,11.4,2190,192.105
文耀大厦 1室1厅 4600元,1室1厅,68.88,4600,66.783
江滨澜廷 1室1厅 7000元,1室1厅,56.5,7000,123.894
白马湖小区白鹤苑5居室 02卧,5室1厅,11.4,2190,192.105
白马湖小区白鹤苑5居室 01卧,5室1厅,15.8,2830,179.114
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
春波西苑 4室1厅 8500元,4室1厅,101,8500,84.158
风尚蓝湾 1室1厅 4000元,1室1厅,60,4000,66.667
春波西苑4居室 01卧,4室1厅,13.2,2330,176.515
白马湖小区白鹤苑5居室 01卧,5室1厅,19.6,2890,147.449
长河商厦 3室1厅 7000元,3室1厅,116,7000,60.345
缤纷小区 2室1厅 4800元,2室1厅,65,4800,73.846
白马湖小区白鹤苑5居室 06卧,5室1厅,11.8,1690,143.22
同人春江时代花园 4室2厅 13000元,4室2厅,169,13000,76.923
春波西苑4居室 05卧,4室1厅,15.2,2490,163.816
寰宇天下 3室2厅 9000元,3室2厅,182,9000,49.451
白马湖小区凤凰苑 3室2厅 5800元,3室2厅,90,5800,64.444
春波西苑4居室 03卧,4室1厅,7.4,1790,241.892
风尚蓝湾 1室1厅 3200元,1室1厅,43.4,3200,73.733
中南白马湖壹号 3室2厅 6500元,3室2厅,89,6500,73.034
印月尚庭 3室2厅 10500元,3室2厅,135,10500,77.778
长江西苑 5室1厅 9500元,5室1厅,150,9500,63.333
中南白马湖壹号 3室2厅 5500元,3室2厅,89,5500,61.798
中南白马湖壹号 4室1厅 6200元,4室1厅,93,6200,66.667
白马湖小区白鹤苑5居室 03卧,5室1厅,11,1790,162.727
白马湖小区白鹤苑5居室 05卧,5室1厅,8.7,1590,182.759
中南白马湖壹号 3室2厅 6000元,3室2厅,89,6000,67.416
绿地旭辉城 3室2厅 12000元,3室2厅,138,12000,86.957
中奥江锦国际 1室1厅 4000元,1室1厅,50,4000,80.0
白马湖小区白鹤苑5居室 02卧,5室1厅,11.7,2190,187.179
白马湖小区白鹤苑5居室 06卧,5室1厅,11.1,1690,152.252
新州花苑 3室2厅 6500元,3室2厅,132,6500,49.242
中南白马湖壹号 4室2厅 6800元,4室2厅,119.88,6800,56.723
风尚蓝湾 1室0厅 3500元,1室0厅,41,3500,85.366
金铂湾 1室1厅 7000元,1室1厅,68,7000,102.941
湘云雅苑 2室1厅 4800元,2室1厅,62,4800,77.419
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
兴耀鑫都汇 2室2厅 6000元,2室2厅,69,6000,86.957
积家 1室1厅 4500元,1室1厅,40.07,4500,112.303
金铂湾 1室1厅 6000元,1室1厅,62.39,6000,96.169
长河商厦 2室1厅 4000元,2室1厅,100,4000,40.0
江滨澜廷 1室2厅 6500元,1室2厅,60,6500,108.333
一桥 茂御居 精装loft  上档次 干净清爽,2室1厅,62,6000,96.774
一线江景房  视野开阔 精装修大三房 近奥体三桥钱塘江,3室2厅,90,6800,75.556
融信 开发商统一精装修 大平层公馆 品质好,1室1厅,50.04,5400,107.914
太阳国际公寓 1室1厅 5000元,1室1厅,60.32,5000,82.891
湘云雅苑 2室1厅 5000元,2室1厅,62,5000,80.645
东和时代酒店式公寓 生活方式 交通便利,1室1厅,71,6000,84.507
江南星座 2室1厅 5500元,2室1厅,86.64,5500,63.481
凯瑞金座 1室0厅 3500元,1室0厅,43.9,3500,79.727
茂御居精装1室 高楼层 采光好 看房联系 随时可看,1室1厅,46,4200,91.304
钱龙名汇公馆 1室0厅 8600元,1室0厅,230,8600,37.391
天鸿君邑 1室1厅 4300元,1室1厅,56.56,4300,76.025
一线江景房 视野开阔 精装修大三房 近奥体三桥钱塘江,3室2厅,89,7000,78.652
寰宇天下 2室1厅 9800元,2室1厅,89.8,9800,109.131
地铁口中赢康康谷，好房出租，价格实惠,2室2厅,45.62,6500,142.481
春波西苑 2室1厅 4500元,2室1厅,65,4500,69.231
盛元慧谷 3室2厅 8500元,3室2厅,90.57,8500,93.85
龙湖春江彼岸 4室1厅 11000元,4室1厅,138,11000,79.71
江滨澜廷 1室1厅 7500元,1室1厅,58,7500,129.31
精装酒店式公寓，家电齐全，随时入住,1室1厅,47,4300,91.489
龙湖春江彼岸 3室2厅 6200元,3室2厅,89,6200,69.663
精装修，采光良好，视野开阔，拎包入住！,2室1厅,87,4500,51.724
精装酒店式公寓，家电齐全，随时入住,1室1厅,47.4,4300,90.717
