标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
开发商精装一房，面积合适 办公自住皆宜,1室1厅,78.59,6800,86.525
长板里大户型两居室，看房方便有钥匙,2室1厅,66,3900,59.091
三塘南村 2室1厅 4000元,2室1厅,65,4000,61.538
三塘北村 2室1厅 3600元,2室1厅,65,3600,55.385
领骏世界 1室1厅 4400元,1室1厅,47.02,4400,93.577
凤起路地铁150米 这么便宜的房子很难找 整套,1室0厅,26.05,2200,84.453
西子铭苑 2室2厅 9800元,2室2厅,107,9800,91.589
遥祥寺巷 2室1厅 4100元,2室1厅,45,4100,91.111
体育场路，两房等大，房东诚租，价格可谈，随时入住,2室1厅,47.95,4000,83.42
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
戒坛寺巷 安吉路实验 凤起路 精装1室 杭州大厦,1室1厅,39.56,4000,101.112
东新园新上两室 简装清爽拎包入住,2室1厅,64,3700,57.812
东新园新上两室 简装清爽拎包入住,2室1厅,62.46,3800,60.839
法轮寺弄 2室1厅 4500元,2室1厅,51.06,4500,88.132
屏风苑小区 1室1厅 3500元,1室1厅,36.7,3500,95.368
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室0厅,46.61,3000,64.364
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室0厅,46.61,3000,64.364
三塘竹园 2室1厅 3800元,2室1厅,70,3800,54.286
国都公寓面积大 凤起路地铁口 带电梯 小区好,4室2厅,234.72,15000,63.906
九鼎名仕顿商务楼 2室1厅 7000元,2室1厅,76.38,7000,91.647
国都公寓 3室2厅 12500元,3室2厅,156.99,12500,79.623
三塘南村 2室1厅 4000元,2室1厅,65,4000,61.538
领骏世界 1室1厅 4400元,1室1厅,47.02,4400,93.577
三塘精装修大三房，拎包入住，适合一家人，同事合租,3室2厅,89,5500,61.798
房东自住精装修 两房朝南 中间楼层采光好,2室1厅,63.65,4100,64.415
京都苑精装三室，楼层好，拎包入住。,3室1厅,93,5800,62.366
中江花园  公交总公司  清爽自住3房看房方便 随时签约,3室2厅,107.23,6800,63.415
精装修 两房朝南一房北 中间楼层采光好,3室2厅,110.61,5500,49.724
云裳公寓 高品质住宅 市中.心地段 电梯房,3室2厅,140,8500,60.714
树园小区 地铁口 清爽装修大两房 看房随时联系,2室2厅,72.88,5000,68.606
灯芯巷 3室1厅 7000元,3室1厅,79.73,7000,87.796
德胜东村 2室1厅 3100元,2室1厅,48.93,3100,63.356
杭锅新村 3室1厅 4800元,3室1厅,80,4800,60.0
北景园超正户型 精装修拎包入住,3室2厅,95.6,4300,44.979
香源公寓 1室1厅 3000元,1室1厅,58.31,3000,51.449
灯塔豪园 1室1厅 3000元,1室1厅,40,3000,75.0
中大凤栖三房，大房子，住着宽敞,3室1厅,146.23,9800,67.018
余官巷 凤起路地铁口 户型正气,2室1厅,53.89,5000,92.782
西湖新城 3室2厅 9000元,3室2厅,130,9000,69.231
怡乐银座 8室3厅 6000元,8室3厅,119.31,6000,50.289
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
蔚蓝国际大厦 1室1厅 3500元,1室1厅,44,3500,79.545
三塘北村 2室1厅 3500元,2室1厅,54.48,3500,64.244
锦园小区 2室1厅 4300元,2室1厅,50.34,4300,85.419
锦园小区 2室1厅 3900元,2室1厅,47.48,3900,82.14
漾河人家 1室1厅 3500元,1室1厅,65,3500,53.846
河西南38号 3室1厅 6800元,3室1厅,94.78,6800,71.745
朝晖七区 1室1厅 3200元,1室1厅,40.31,3200,79.385
东园小区 2室1厅 4200元,2室1厅,54.33,4200,77.305
吴牙新村，两房好房，干净清爽，拎包入住,2室1厅,53.69,4500,83.814
上焦营巷两房，小区环境好，南北通透，拎包入住。,2室1厅,58.57,5300,90.49
广宇河滨公寓 3室2厅 9300元,3室2厅,139,9300,66.906
精装一房，中间楼层，户型方正，看房方便，拎包入住,1室1厅,43.26,4300,99.399
永康苑 羊千弄 居家装修，干净清爽，两房朝南，,2室1厅,56.93,4600,80.801
领骏世界 1室1厅 3600元,1室1厅,50,3600,72.0
武林桥河下，精装修一房，拎包入住，看房方便,1室1厅,40,4000,100.0
皇亲苑 精装3室 凤起路 临地铁 近西湖,3室1厅,96.27,6500,67.518
天赐苑 2室2厅 4500元,2室2厅,76,4500,59.211
昆仑公馆 3室2厅 23000元,3室2厅,180,23000,127.778
庆晖公寓 3室1厅 6000元,3室1厅,90,6000,66.667
昆仑公馆 3室2厅 15000元,3室2厅,176,15000,85.227
三塘精装修大四房，拎包入住，适合一家人，同事合租,4室1厅,114.54,5000,43.653
三塘菊园 2室1厅 4400元,2室1厅,96,4400,45.833
东园大楼 电梯房 大三房 可以住3个人,3室1厅,86.53,6500,75.118
潮鸣苑 1室1厅 3300元,1室1厅,45.63,3300,72.321
十五家园 2室1厅 7000元,2室1厅,62.87,7000,111.341
胭脂新村 2室1厅 4500元,2室1厅,48,4500,93.75
天水巷 2室1厅 4500元,2室1厅,59.04,4500,76.22
现代名苑 3室2厅 8000元,3室2厅,140.1,8000,57.102
水星阁 3室1厅 7500元,3室1厅,87,7500,86.207
潮王公寓 3室2厅 6200元,3室2厅,120,6200,51.667
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
带着诚意出租，你是否带着诚意来？！,2室1厅,63.55,3600,56.648
凤起都市花园 1室0厅 3300元,1室0厅,44,3300,75.0
东园小区 2室1厅 4200元,2室1厅,54.33,4200,77.305
永康苑 羊千弄 居家装修，干净清爽，两房朝南，,2室1厅,56.93,4600,80.801
昆仑公馆 3室2厅 23000元,3室2厅,180,23000,127.778
天赐苑 2室2厅 4500元,2室2厅,76,4500,59.211
三塘精装修大四房，拎包入住，适合一家人，同事合租,4室1厅,114.54,5000,43.653
三塘菊园 2室1厅 4400元,2室1厅,96,4400,45.833
池塘巷5号 1室1厅 3600元,1室1厅,43.7,3600,82.38
精装一房，中间楼层，户型方正，看房方便，拎包入住,1室1厅,43.26,4300,99.399
香源公寓 1室1厅 3000元,1室1厅,58.31,3000,51.449
灯塔豪园 1室1厅 3000元,1室1厅,40,3000,75.0
吴牙新村，两房好房，干净清爽，拎包入住,2室1厅,53.69,4500,83.814
中大凤栖三房，大房子，住着宽敞,3室1厅,146.23,9800,67.018
杭锅新村 3室1厅 4800元,3室1厅,80,4800,60.0
上焦营巷两房，小区环境好，南北通透，拎包入住。,2室1厅,58.57,5300,90.49
广宇河滨公寓 3室2厅 9300元,3室2厅,139,9300,66.906
可办公自住，跃层，大三房大客厅。,3室2厅,102.75,12000,116.788
云天财富中心 2室1厅 5200元,2室1厅,50.64,5200,102.686
朝晖五区 1室1厅 2950元,1室1厅,47.27,2950,62.407
朝晖六区 1室1厅 2900元,1室1厅,33,2900,87.879
林司后 2室1厅 3900元,2室1厅,37.01,3900,105.377
阳光银泰城，自住办公都好，出门即可逛银泰,1室1厅,51.85,3800,73.288
桃花河新村 2室1厅 5600元,2室1厅,54.66,5600,102.452
珠碧苑 2室1厅 4500元,2室1厅,42.14,4500,106.787
领骏世界 1室1厅 3600元,1室1厅,50,3600,72.0
武林桥河下，精装修一房，拎包入住，看房方便,1室1厅,40,4000,100.0
皇亲苑 精装3室 凤起路 临地铁 近西湖,3室1厅,96.27,6500,67.518
庆晖公寓 3室1厅 6000元,3室1厅,90,6000,66.667
昆仑公馆 3室2厅 15000元,3室2厅,176,15000,85.227
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
万家星城 2室1厅 5500元,2室1厅,89,5500,61.798
万家星城三期小三房，空房出租家电都有,3室1厅,89.47,5000,55.885
星都嘉苑电梯房，采光好，楼层佳,2室1厅,102.67,7500,73.05
回龙庙前一弄 2室1厅 6000元,2室1厅,66.99,6000,89.566
流水东苑 2室1厅 4500元,2室1厅,52.86,4500,85.131
户型正气 交通便利 精装修 电梯房,3室1厅,109.41,4200,38.388
艮山上家住装修两房，交通方便，居住舒爽。,2室1厅,44.82,4600,102.633
复杂的小区中 唯一带地暖的两居 不来瞧一瞧,2室1厅,56.22,4200,74.707
元都新景3房大毛坯出租，看房方便,3室2厅,114.2,3500,30.648
环西新村，十四中安吉路西湖边，装修清爽,1室1厅,45,4000,88.889
体育场路178-418号 2室2厅 4400元,2室2厅,54.47,4400,80.778
武林路与体育场路交叉口精装三房，武林门地铁站,3室1厅,69.74,5200,74.563
中山北园 2室2厅 5900元,2室2厅,90,5900,65.556
横燕子弄 1室1厅 4000元,1室1厅,33,4000,121.212
凤起都市花园 2室1厅 4600元,2室1厅,58,4600,79.31
万家星城，金丝楠木大4房........,4室1厅,174.37,10000,57.349
重机宿舍简单装修可以拎包入住。,2室1厅,55.8,3300,59.14
野风现代之窗 2室0厅 5500元,2室0厅,90,5500,61.111
新德佳苑 1室1厅 3500元,1室1厅,45,3500,77.778
混堂桥 2室1厅 4600元,2室1厅,50,4600,92.0
德胜新村南 2室1厅 4100元,2室1厅,60,4100,68.333
凤起路地铁150米 这么便宜的房子很难找 可合租,2室1厅,58.61,4100,69.954
绿洲花园精装三房，两卫两厅，居住舒爽。,3室2厅,119.75,8500,70.981
户型正气 交通便利 精装修 楼层好,2室1厅,93,4000,43.011
西湖新城 3室2厅 6500元,3室2厅,117,6500,55.556
元都新景小三房，两房朝南，一房朝北，客厅带飘窗,3室2厅,91.11,4300,47.196
朝晖一区 2室1厅 4000元,2室1厅,51,4000,78.431
泰地北上新城 3室1厅 4100元,3室1厅,89,4100,46.067
凤起里 2室1厅 4300元,2室1厅,53.8,4300,79.926
北景园   楼顶有阁楼   业主精装修,3室1厅,80,5000,62.5
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
户型正气 交通便利 精装修 电梯房,2室2厅,93,4000,43.011
两房等大全明户型，通风透气好，光线好,2室1厅,88.68,5600,63.148
京都苑 1室1厅 3300元,1室1厅,45,3300,73.333
德胜东村 2室1厅 3950元,2室1厅,70.08,3950,56.364
民水民电的酒店式公寓，适合小情侣居住。,1室1厅,44.76,4600,102.77
林司后 2室1厅 4500元,2室1厅,52,4500,86.538
和平小区 2室2厅 5600元,2室2厅,86,5600,65.116
艮山福居 1室1厅 4000元,1室1厅,67,4000,59.701
钛合国际精装公寓 ，居住适宜。,1室0厅,54.03,4500,83.287
民水民电的酒店式公寓，适合小情侣居住。,1室1厅,54.46,4600,84.466
长德公寓 2室1厅 3800元,2室1厅,66,3800,57.576
三塘沁园 2室1厅 4200元,2室1厅,60,4200,70.0
联锦大厦大面积住房 交通方便 配套成熟 诚心出租,3室2厅,170,11000,64.706
大营盘 1室0厅 3500元,1室0厅,30.95,3500,113.086
长木新村 1室1厅 3000元,1室1厅,40,3000,75.0
艮园小区 建国北路地铁口 精装两房 婚房装修,2室2厅,79.41,6000,75.557
三塘汶园 精装两房 全明户型 楼层好采光好,2室1厅,69.81,4000,57.298
石灰坝24号 2室1厅 3200元,2室1厅,57,3200,56.14
回龙庙前小区  中间楼层4楼 低结构 看房方便,2室1厅,51,3800,74.51
户型正气 交通便利 精装修 电梯房,2室2厅,93.71,4300,45.886
领骏世界 1室1厅 3900元,1室1厅,45,3900,86.667
孩儿巷  中间楼 双卧等大朝南 双阳台,2室1厅,51.83,5500,106.116
祥和人家，大三房，全明户型，清爽装修,3室2厅,115,5500,47.826
昆仑公馆开放商精装三居室精品家具家电期待需求的你,3室2厅,175,16000,91.429
三塘汶园电梯房，精装大两房，给你舒适的家,2室2厅,86,5500,63.953
领骏世界 1室1厅 4100元,1室1厅,55,4100,74.545
新天地G193广场 1室1厅 2700元,1室1厅,30,2700,90.0
昆仑公馆 有车位 带电梯 家具家电齐全 拎包入住 诚租,3室2厅,175,16700,95.429
领骏世界 1室1厅 3600元,1室1厅,45,3600,80.0
清远里6楼诚心出租价格可以再谈,1室1厅,30.85,3500,113.452
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
三里家园一区 2室1厅 4800元,2室1厅,93.13,4800,51.541
高档小区，精装修，家电齐全，拎包入住！！,5室2厅,316.89,30000,94.67
德欣城市嘉园 3室1厅 6000元,3室1厅,98,6000,61.224
凤起苑5居室 03卧,5室1厅,10.18,2130,209.234
景翠公寓 2室2厅 4200元,2室2厅,86,4200,48.837
流水苑 1室1厅 3800元,1室1厅,31.45,3800,120.827
东新园两房朝南，客厅大，带阳台，西边套明卫,3室2厅,126.77,5700,44.963
百井坊巷 2室2厅 4300元,2室2厅,57.98,4300,74.164
中江花园5居室 06卧,5室1厅,17.3,2260,130.636
云天财富中心 1室1厅 4500元,1室1厅,56,4500,80.357
绿洲花园精装三房，两卫两厅，居住舒爽。,3室2厅,118.03,9000,76.252
户型正气 交通便利 简单装修 采光好,2室1厅,62.63,3200,51.094
德胜东村 3室1厅 4800元,3室1厅,79.78,4800,60.165
竹竿巷 2室1厅 4500元,2室1厅,50,4500,90.0
西文北苑 3室1厅 4800元,3室1厅,90,4800,53.333
绿洲花园精装三房，两卫两厅，居住舒爽。,3室2厅,150,9000,60.0
朝晖九区 2室2厅 4650元,2室2厅,77,4650,60.39
新天地精装一房，采光好，自住装修,1室1厅,60,3700,61.667
国都公寓 1室1厅 5000元,1室1厅,51.96,5000,96.228
中粮式公寓，次新小区中粮物业。,1室1厅,46.7,3100,66.381
祥和人家 2室2厅 4100元,2室2厅,107,4100,38.318
长木里 2室1厅 4000元,2室1厅,58.55,4000,68.318
新天地旁，欣景苑三房2卫，小区大门口位置,3室2厅,116,6000,51.724
漾河公寓 2室2厅 4200元,2室2厅,80,4200,52.5
绿城深蓝广场 1室1厅 9800元,1室1厅,83.6,9800,117.225
东园小区 2室1厅 4200元,2室1厅,47.98,4200,87.536
地铁一号线 四室精装修 楼层好 拎包入住,4室1厅,185,13000,70.27
潮王公寓 4室2厅 8000元,4室2厅,140,8000,57.143
朝晖六区 2室1厅 4600元,2室1厅,52.26,4600,88.021
流水东苑 2室1厅 4500元,2室1厅,59.8,4500,75.251
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
润和亿城嘉园 3室2厅 5200元,3室2厅,123.12,5200,42.235
三塘菊园 2室2厅 4400元,2室2厅,100,4400,44.0
绿洲吉家 1室1厅 4700元,1室1厅,54.91,4700,85.595
通和都市枫林 3室2厅 5300元,3室2厅,113,5300,46.903
亿城雅苑 2室2厅 4600元,2室2厅,123,4600,37.398
精装小区，品质嘉里物业，房东自住，家具家电齐全,3室2厅,116,5200,44.828
京都苑 3室2厅 6500元,3室2厅,138.91,6500,46.793
两房朝南等大，全明户型。干净清爽好装修,2室1厅,70,4200,60.0
朝晖四区 2室1厅 4600元,2室1厅,57,4600,80.702
楼层虽高，价格不高，房东诚心出租,2室1厅,72.26,4000,55.356
钛合国际 1室1厅 7000元,1室1厅,81,7000,86.42
水陆寺巷 2室1厅 4800元,2室1厅,51,4800,94.118
昆仑公馆 精装三房 带电梯 家具家电齐全 拎包入住,3室2厅,175,16700,95.429
凤起潮鸣的邻居云龙公寓的伙伴！,2室2厅,90,5499,61.1
漾河公寓精装小两房，最合适的居家之选,2室1厅,58.74,4000,68.097
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室1厅,46.61,3100,66.509
精装小两房，家电齐全，拎包入住。,2室1厅,63.36,4000,63.131
家居办公好去处，有意者电联我呦,1室1厅,63,5500,87.302
西子铭苑 2室1厅 7600元,2室1厅,67,7600,113.433
灯塔豪园 2室1厅 5000元,2室1厅,87.61,5000,57.071
开化路精装三房，采光充足，拎包入住,3室2厅,95,9000,94.737
丝绸好房等你来租，省钱省事省房租,2室1厅,46.31,5000,107.968
横燕子弄 2室1厅 4500元,2室1厅,53.28,4500,84.459
流水苑三房，双阳台，适宜居住。,3室1厅,83.68,5200,62.141
领骏世界 1室1厅 4200元,1室1厅,44.76,4200,93.834
朝晖九区 2室1厅 4000元,2室1厅,55.96,4000,71.48
德胜东村 3室1厅 4800元,3室1厅,79.78,4800,60.165
灯塔豪园 1室1厅 3300元,1室1厅,55,3300,60.0
环城西路98号 3室1厅 5800元,3室1厅,72,5800,80.556
如果你是情侣，那么这个小家是最合适不过的了。,1室1厅,37,3700,100.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
灯塔豪园 1室1厅 3600元,1室1厅,50,3600,72.0
嘉里桦枫居 4室2厅 5500元,4室2厅,128.07,5500,42.945
黎明园 2室2厅 5000元,2室2厅,59.78,5000,83.64
北景园荷风苑 2室2厅 3800元,2室2厅,92.45,3800,41.103
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室1厅,46.61,3500,75.091
远大花园 3室1厅 6000元,3室1厅,102,6000,58.824
孩儿巷好房子  2房南北通透 面积大 使用率高,2室1厅,71.38,5300,74.25
新德佳苑 3室1厅 6100元,3室1厅,85,6100,71.765
两房朝南等大，也在眺望等你~期盼的目光，家为你常开,2室1厅,69.15,3800,54.953
三塘桃园 2室1厅 4000元,2室1厅,67.08,4000,59.63
三塘菊园 2室2厅 4500元,2室2厅,81.5,4500,55.215
3房朝南  保养好 适合一家人或者3人合租,3室2厅,118.02,8000,67.785
朝晖七区 1室1厅 3000元,1室1厅,41,3000,73.171
东园小区 电梯3房 有钥匙 看房方便 随时联系,3室1厅,114.31,6000,52.489
朝晖七区 3室1厅 4800元,3室1厅,60,4800,80.0
中粮方圆府 三塘，城北体育公园，人力资源，精装一室,1室1厅,46.61,3500,75.091
东边套好房子，全明户型价格优惠,2室1厅,61.62,3500,56.8
京都苑 2室1厅 3800元,2室1厅,50,3800,76.0
三塘北村精装2房 户型方正 采光好 有个大阁楼,2室1厅,46.75,4000,85.561
醋坊新村 3室1厅 5600元,3室1厅,70,5600,80.0
三塘南村 2室1厅 4500元,2室1厅,65,4500,69.231
新华坊社区 2室1厅 4500元,2室1厅,55,4500,81.818
世嘉君座，民水民电通燃气，自带阳台  可居住可办公,5室1厅,100.75,11000,109.181
杭氧宿舍 2室1厅 3500元,2室1厅,55.01,3500,63.625
阳光银泰城商住精装公寓购物娱乐一体,2室2厅,74.06,6000,81.015
德胜东村 3室1厅 4800元,3室1厅,76.34,4800,62.877
野风现代中心 1室1厅 4600元,1室1厅,56,4600,82.143
艮山福居 2室1厅 4800元,2室1厅,47.72,4800,100.587
朝晖五区 2室1厅 4800元,2室1厅,55,4800,87.273
北景园超正户型 精装修拎包入住,3室1厅,82.47,4000,48.502
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
漾河人家，小2房，价格实惠，适合一家人，2，3人合租,1室1厅,61,3200,52.459
泰地北上新城 2室1厅 3000元,2室1厅,53,3000,56.604
杭氧宿舍，两房朝南，南北通透，全明户型,2室1厅,57,3200,56.14
横燕子弄 1室1厅 3700元,1室1厅,37.65,3700,98.274
凤起都市花园 1室0厅 4500元,1室0厅,41.55,4500,108.303
朝晖三区 5室1厅 5000元,5室1厅,132.75,5000,37.665
三塘沁园经典两房，价格可谈，诚意出租,2室1厅,56.17,3500,62.311
朝晖二区 2室1厅 4000元,2室1厅,60.89,4000,65.692
永康苑 2室1厅 4800元,2室1厅,58,4800,82.759
三塘南村 1室0厅 2000元,1室0厅,35,2000,57.143
此房是房东简单装修的房子，之前是出租，干净清爽的,2室1厅,44.85,4000,89.186
三塘兰园三阳台，中间楼层，大面积，给你超大空间享受,3室2厅,123,5800,47.154
两房朝南，拎包入住，干净清爽，采光好,2室1厅,55.04,3800,69.041
北景园超正户型 精装修拎包入住,3室2厅,80,4000,50.0
直戒坛寺巷，精装修，拎包入住，武林路，近地铁，,1室1厅,42.64,4800,112.57
便宜实惠到超乎你的想象，小区虽老但价格让你充满活力,2室1厅,45.11,2500,55.42
林司后 2室1厅 5200元,2室1厅,52.44,5200,99.161
精装一室，价格可谈，自住新装，随时入住,1室1厅,47.8,3500,73.222
珠碧苑 2室1厅 4700元,2室1厅,45.91,4700,102.374
家住精装，房屋保养比较好，满足一家人的需求,3室1厅,106,5300,50.0
武林路 房东自住精装修，拎包入住，适合一家人,2室2厅,70.3,6500,92.461
阳光银泰城精装2室，居住办公相适宜,2室1厅,81.03,6500,80.217
混堂桥 2室1厅 4600元,2室1厅,50,4600,92.0
户型正气 交通便利 精装修 电梯房,3室2厅,108,5500,50.926
现代景苑3房，户型方正，南北通透，拎包入住,3室2厅,129.35,8500,65.713
长隆公寓  干净清爽 全明户型,2室1厅,78.65,4300,54.673
新天地广场 精装 旁听中大银泰 地段繁华,1室1厅,44.81,2900,64.718
皇亲苑 凤起路地铁口 户型正气,2室1厅,90.45,6500,71.863
环西新村 1室1厅 3800元,1室1厅,43,3800,88.372
14年交付的酒店式公寓嘿，次新小区中粮物业。,1室1厅,46.61,3400,72.946
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
朝晖六区 2室1厅 3500元,2室1厅,72,3500,48.611
南北通透 前后双阳台 居家楼层 采光很好,3室2厅,128.5,6000,46.693
重机宿舍大三房，装修旧点，但情怀不差，价格不高,3室1厅,72,3950,54.861
"朝晖路81,85,89号 1室1厅 3500元",1室1厅,41,3500,85.366
北景园莲趣苑 3室2厅 4300元,3室2厅,106.5,4300,40.376
东新园东荷星苑 配套成熟 出行方便,2室1厅,60.73,3700,60.925
两房朝南，业主诚租，楼层采光好。,2室1厅,62.51,3200,51.192
户型正气，交通便利，视野开阔！,3室2厅,100,5000,50.0
朝晖七区 两室中等装修 住宅小区 拎包入住,2室1厅,60.32,3700,61.34
三塘沁园 2室1厅 1000元,2室1厅,71,1000,14.085
现代名苑三房，两厅，小区环境好，适宜居住。,3室2厅,134.44,8000,59.506
体育场路  精装3房  看房方便 随时可以入住,3室1厅,56.65,5500,97.087
现代名苑精装三房， 居住舒爽。,3室2厅,138.59,8500,61.332
朝晖七区 2室1厅 4200元,2室1厅,60,4200,70.0
长兴公寓两房 交通方便 配套齐全 看房方便,2室1厅,75,3600,48.0
居家装修  拎包入住  东边套采光好   诚心出租,2室1厅,82.74,3900,47.136
天园阁 2室1厅 5000元,2室1厅,80.56,5000,62.066
虽是顶楼 一样的有韵味 可长租,2室1厅,39.07,4000,102.38
潮王人家 居住环境佳 采光好 楼层佳 诚心出租随时看房,3室1厅,110,6500,59.091
杭氧宿舍 2室1厅 3500元,2室1厅,61.6,3500,56.818
青园小区精装三室，面积大，闹中取静,3室1厅,72,7500,104.167
孩儿巷 陆游故居旁 两卧朝南 地中海风情屋,2室1厅,51.1,5600,109.589
流水苑 3室1厅 5000元,3室1厅,65.09,5000,76.817
户型正气 交通便利 精装修 电梯房,2室2厅,90.17,4300,47.688
杭锅新村新上好房，婚房自住装修，拎包入住,2室1厅,54.27,3700,68.178
朝晖九区 3室1厅 5400元,3室1厅,53.58,5400,100.784
茗盛苑大三房 格局好  采光足 家具齐全 拎包入住,3室2厅,127.58,6000,47.029
绿洲花园精装三房，两厅，适宜居住。,3室1厅,123.32,8000,64.872
胭脂新村30平小户型一室 价格可谈,1室1厅,30.08,3500,116.356
阳光银泰城精装公寓，全新装修，拎包入住,1室1厅,52.19,4200,80.475
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
直戒坛寺巷 1室1厅 3700元,1室1厅,40,3700,92.5
北景园芳洲苑 2室2厅 4000元,2室2厅,89.47,4000,44.708
新德佳苑 2室2厅 6000元,2室2厅,79.85,6000,75.141
户型正气，交通便利，视野开阔！,2室2厅,93.07,4200,45.127
朝晖一区 2室1厅 4500元,2室1厅,52.45,4500,85.796
精装两房，边套，适合十四中安吉路读书的一家三口,3室1厅,69.73,7800,111.86
深蓝广场 运河景观房 绿城物业  下城区小户型住宅,1室1厅,61.07,7000,114.623
户型正气 交通便利 精装修 采光好,2室1厅,76,3700,48.684
中粮公寓，房屋格局方正，卧室朝南，采光通风俱佳,1室1厅,46.61,3400,72.946
两室两厅精装loft公寓，拎包入住，可长租,2室2厅,42.14,3600,85.43
元都新景2房，价格美丽，家具家电齐全,2室2厅,90,3500,38.889
武林桥河下 精装一室 杭州大厦 临地铁 菜市场,1室1厅,38.65,4150,107.374
三里家园一区，清爽两房，采光通透好，拎包入住。,2室2厅,93.13,5200,55.836
