标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
富力十号一期 1室1厅 5000元,1室1厅,50,5000,100.0
万通时尚公馆 3室1厅 4500元,3室1厅,89,4500,50.562
九衡公寓 3室2厅 3500元,3室2厅,104,3500,33.654
复地上城 3室2厅 2500元,3室2厅,138,2500,18.116
凯喜雅锦河湾 3室2厅 3000元,3室2厅,88,3000,34.091
昆仑华府 3室2厅 3500元,3室2厅,89,3500,39.326
钱塘梧桐蓝山 3室1厅 3000元,3室1厅,87.8,3000,34.169
西溪之星 四室两厅一厨两卫欢迎骚扰,4室2厅,127,6300,49.606
乔司  复地又一城   精装   两房  只为更舒适的生活！,2室1厅,85.87,4000,46.582
新湖果岭 3室2厅 3000元,3室2厅,89,3000,33.708
龙湖香醍溪岸 2室2厅 1800元,2室2厅,90,1800,20.0
绿野春天家园 4室2厅 4500元,4室2厅,180,4500,25.0
未来科技城板块，与梦想小镇为邻，位置好，环境好,2室1厅,46,3200,69.565
金都夏宫 2室2厅 2400元,2室2厅,89,2400,26.966
西溪八方城 2室1厅 4300元,2室1厅,45,4300,95.556
西溪蓝海 1室1厅 3800元,1室1厅,60.95,3800,62.346
欧美金融城 1室1厅 4500元,1室1厅,54.42,4500,82.69
佳兆业君汇上品4居室 05卧,4室1厅,14,1560,111.429
众安理想湾 3室2厅 1800元,3室2厅,122,1800,14.754
昆仑华府 4室2厅 3800元,4室2厅,105,3800,36.19
金源公寓 2室1厅 2500元,2室1厅,83.38,2500,29.983
西溪蓝海 1室1厅 4500元,1室1厅,40,4500,112.5
华元西溪欢乐城 2室1厅 2500元,2室1厅,40.7,2500,61.425
华盛星洲翠谷 3室2厅 3000元,3室2厅,120,3000,25.0
闲林山水丹枫苑 3室2厅 4500元,3室2厅,145.34,4500,30.962
昆仑华府 4室2厅 4000元,4室2厅,118,4000,33.898
昆仑华府 4室2厅 4500元,4室2厅,118,4500,38.136
中尚橄榄树花园（南区） 2室2厅 3200元,2室2厅,90,3200,35.556
东海水景城 1室1厅 2300元,1室1厅,50,2300,46.0
竹海水韵 5室2厅 6000元,5室2厅,218,6000,27.523
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元蒙卡岸 3室1厅 3200元,3室1厅,131,3200,24.427
华元蒙卡岸 3室2厅 3200元,3室2厅,104,3200,30.769
北秀蓝湾花苑 2室2厅 2500元,2室2厅,120,2500,20.833
昆仑华府 3室2厅 4000元,3室2厅,89,4000,44.944
西溪永乐城 4室2厅 6000元,4室2厅,107,6000,56.075
欢乐城单身公寓，紧靠欢乐城，交通生活便捷。,1室1厅,51.11,3500,68.48
广厦天都城天熙公馆 4室2厅 6000元,4室2厅,166.3,6000,36.079
昆仑华府 3室2厅 3900元,3室2厅,89,3900,43.82
可和租，办公，房子是简单装修的，办公是最合适的哦,4室2厅,158,4700,29.747
东厦东港花苑 4室1厅 2000元,4室1厅,152,2000,13.158
大三房 南北通透 采光好 随时可看,3室2厅,112.05,3500,31.236
未来科技城板块，一公里内欢乐城，两公里内印象城,3室2厅,167,6500,38.922
岸上蓝山 3室1厅 3000元,3室1厅,120,3000,25.0
翡翠城 5室2厅 6500元,5室2厅,230.5,6500,28.2
雅居乐国际花园 3室2厅 2000元,3室2厅,89,2000,22.472
雅居乐国际花园 3室2厅 2600元,3室2厅,117,2600,22.222
良渚花苑新村 3室2厅 3500元,3室2厅,125,3500,28.0
昆仑华府 3室2厅 3500元,3室2厅,89,3500,39.326
未来科技城板块，与梦想小镇为邻，位置好，环境好,3室2厅,80,4300,53.75
绿城蓝庭东区 2室2厅 2600元,2室2厅,89,2600,29.213
欧美金融城 2室1厅 4500元,2室1厅,54,4500,83.333
欧美金融城 2室1厅 4200元,2室1厅,61.29,4200,68.527
万通时尚公馆 3室2厅 4700元,3室2厅,89,4700,52.809
金成英特学府 3室2厅 3500元,3室2厅,89,3500,39.326
恒和依山郡 2室2厅 2700元,2室2厅,89.93,2700,30.023
广厦天都城天澜 3室2厅 2300元,3室2厅,139.9,2300,16.44
万宝城 2室1厅 2200元,2室1厅,38,2200,57.895
西溪蓝海 1室1厅 3200元,1室1厅,38,3200,84.211
怡景花城流霞苑 3室2厅 4000元,3室2厅,140,4000,28.571
莱茵知己 3室2厅 2500元,3室2厅,86,2500,29.07
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
美好桂花溪园 2室2厅 1500元,2室2厅,91,1500,16.484
品质小区，绿城物业，简单装修，领包入住,2室1厅,68.31,2900,42.454
西溪蓝海 4室2厅 5500元,4室2厅,89,5500,61.798
昆仑华府 3室2厅 2500元,3室2厅,89.91,2500,27.806
荆山翠谷 2室0厅 2300元,2室0厅,60,2300,38.333
爵士风情大三房，简单装修，采光好视野开阔,3室2厅,126.43,3500,27.683
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
欧美金融城 2室1厅 4000元,2室1厅,54,4000,74.074
三盛颐景御园 4室2厅 4100元,4室2厅,139,4100,29.496
美好桂花溪园 3室2厅 1300元,3室2厅,92.24,1300,14.094
众安理想湾 3室1厅 2500元,3室1厅,80.49,2500,31.06
阳光很满，就连风儿也在轻轻呢喃~,3室2厅,118.54,3000,25.308
书林苑 3室2厅 3800元,3室2厅,125,3800,30.4
乐佳国际恒生科技园精装loft公寓出租,2室1厅,42.36,3800,89.707
理想西溪金座 5室1厅 10000元,5室1厅,122,10000,81.967
新时代城市家园 2室2厅 1600元,2室2厅,88.69,1600,18.04
景瑞御华府 3室1厅 3000元,3室1厅,89,3000,33.708
东海闲湖城印象加州 3室2厅 2500元,3室2厅,117,2500,21.368
欧美金融城 三室两厅一厨两卫 朝南,3室2厅,123.44,6000,48.607
万通时尚公馆 3室2厅 4000元,3室2厅,89,4000,44.944
爵士风情花园 3室2厅 3500元,3室2厅,124.01,3500,28.224
万通时尚公馆 3室2厅 5000元,3室2厅,89,5000,56.18
广厦天都城天泉苑 3室1厅 3000元,3室1厅,101.66,3000,29.51
广厦天都城天湖苑 4室2厅 3800元,4室2厅,130,3800,29.231
星雅嘉园逸景苑 3室2厅 3000元,3室2厅,105,3000,28.571
广厦天都城天熙公馆 4室2厅 4000元,4室2厅,196,4000,20.408
绿城紫桂公寓 4室2厅 3000元,4室2厅,168,3000,17.857
野风启城 3室2厅 3000元,3室2厅,84.55,3000,35.482
东田擎天半岛 3室2厅 2200元,3室2厅,89.7,2200,24.526
星运丽园兰逸 1室1厅 1900元,1室1厅,56.64,1900,33.545
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
万科精装 新房未住过 近地铁 含子母车位 价格可谈,3室2厅,87.56,4800,54.82
景瑞御蓝湾 4室2厅 3600元,4室2厅,125,3600,28.8
房子干净清爽，配套齐全，拎包入住,3室2厅,89.21,5000,56.048
邱山小区 1室1厅 1800元,1室1厅,47,1800,38.298
欧美金融城 3室2厅 4700元,3室2厅,98,4700,47.959
欧美金融城 3室2厅 8000元,3室2厅,89,8000,89.888
恒厚阳光城 3室2厅 4800元,3室2厅,117,4800,41.026
嘉丰万悦城 3室1厅 2700元,3室1厅,98,2700,27.551
东田擎天半岛 3室2厅 2800元,3室2厅,89,2800,31.461
赞成香颂一期 4室2厅 3200元,4室2厅,127,3200,25.197
天阳棕榈湾二期 4室2厅 5500元,4室2厅,110,5500,50.0
万宝城 2室1厅 1800元,2室1厅,34.12,1800,52.755
万宝城 2室1厅 2500元,2室1厅,40.74,2500,61.365
绿城桃源小镇 2室1厅 2000元,2室1厅,83.93,2000,23.829
盛世嘉园 2室2厅 3500元,2室2厅,89,3500,39.326
嘉丰万悦城 3室1厅 3500元,3室1厅,126,3500,27.778
西溪永乐城 4室1厅 6200元,4室1厅,107,6200,57.944
华盛达堂巢 1室1厅 1900元,1室1厅,41.14,1900,46.184
金地广场 2室1厅 4000元,2室1厅,44,4000,90.909
精装修  湖景房 可视整个南湖 看湖无死角,3室2厅,130,7000,53.846
西溪蓝海 1室1厅 3400元,1室1厅,38,3400,89.474
万通时尚公馆 3室2厅 4800元,3室2厅,90,4800,53.333
金地艺境 3室2厅 5000元,3室2厅,89,5000,56.18
华城格之林花园 2室2厅 2600元,2室2厅,90,2600,28.889
广厦天都城天河苑 1室1厅 1700元,1室1厅,30,1700,56.667
金都夏宫 3室2厅 3200元,3室2厅,88.4,3200,36.199
西溪蓝海 1室0厅 3000元,1室0厅,38,3000,78.947
伊世纪城市花园 2室2厅 2500元,2室2厅,83,2500,30.12
福田花园 3室2厅 3000元,3室2厅,115,3000,26.087
太平家园 3室2厅 1500元,3室2厅,90,1500,16.667
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
奥克斯杭州未来中心 3室2厅 4500元,3室2厅,95,4500,47.368
名门天第 1室1厅 2200元,1室1厅,42,2200,52.381
绿城莲园 3室2厅 4500元,3室2厅,128,4500,35.156
雅居乐三房，新装修，初次出租，拎包入住,3室1厅,81,3200,39.506
湖山帝景湾南苑 3室2厅 3200元,3室2厅,89,3200,35.955
融创金成西溪海 3室1厅 4000元,3室1厅,127,4000,31.496
爱丁郡 3室2厅 3900元,3室2厅,97.27,3900,40.095
良渚文化村白鹭郡东 4室2厅 4200元,4室2厅,130.35,4200,32.221
东晖龙悦湾 4室1厅 1800元,4室1厅,137.71,1800,13.071
南北乐章 2室2厅 2100元,2室2厅,73,2100,28.767
万宝城 2室1厅 2000元,2室1厅,35,2000,57.143
迎宾花苑 2室2厅 3200元,2室2厅,87,3200,36.782
华盛星洲翠谷 3室2厅 3000元,3室2厅,88.36,3000,33.952
湖山帝景湾 4室2厅 4000元,4室2厅,129.3,4000,30.936
赞成乐山红叶 3室2厅 2700元,3室2厅,88.9,2700,30.371
乔司南地铁口 复地连城国际 简装两室出租,2室2厅,84.71,3600,42.498
复地连城国际 2室2厅 3300元,2室2厅,87.82,3300,37.577
广宇鼎悦府 2室2厅 3200元,2室2厅,100,3200,32.0
保亿风景晨园 3室2厅 2300元,3室2厅,87.25,2300,26.361
景瑞御华府 3室2厅 2800元,3室2厅,89,2800,31.461
理想世纪金座 2室1厅 6500元,2室1厅,72,6500,90.278
东田擎天半岛 3室1厅 2300元,3室1厅,89,2300,25.843
金帝海珀二期 2室1厅 2850元,2室1厅,88,2850,32.386
东海水景城 1室1厅 2600元,1室1厅,54,2600,48.148
闲林山水紫薇苑 3室2厅 4000元,3室2厅,108,4000,37.037
闲林山水海棠苑 3室2厅 3700元,3室2厅,123,3700,30.081
红联九漾华庭▪东区 2室2厅 3300元,2室2厅,86.45,3300,38.172
庭院深深 2室1厅 3000元,2室1厅,88,3000,34.091
绿城紫桂公寓 3室1厅 2800元,3室1厅,83.82,2800,33.405
新月花园 3室2厅 2900元,3室2厅,110,2900,26.364
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西溪蓝海 1室1厅 3500元,1室1厅,46.11,3500,75.905
电梯房，采光好，家电齐全，拎包入住,4室2厅,137,3950,28.832
星雅嘉园逸品苑 4室1厅 3300元,4室1厅,120,3300,27.5
雅居乐国际花园 2室1厅 2000元,2室1厅,81.12,2000,24.655
西城时代家园 6室2厅 5000元,6室2厅,208.39,5000,23.993
华元西溪欢乐城 2室1厅 2600元,2室1厅,51,2600,50.98
翡翠城三期精装小三房随时可看拎包入住,2室2厅,87,4200,48.276
华元欢乐城 2室1厅 2500元,2室1厅,45,2500,55.556
嘉和银领时代 2室2厅 2000元,2室2厅,86.43,2000,23.14
青枫墅园 3室2厅 3300元,3室2厅,89,3300,37.079
西溪蓝海 1室1厅 2800元,1室1厅,38,2800,73.684
广厦天都城天澜 3室2厅 2200元,3室2厅,130,2200,16.923
北湖绿洲花园 4室1厅 2500元,4室1厅,137.07,2500,18.239
欧美金融城 3室2厅 4500元,3室2厅,89,4500,50.562
众安理想湾 3室2厅 2500元,3室2厅,98,2500,25.51
东田擎天半岛 2室1厅 2300元,2室1厅,89,2300,25.843
广厦天都城天水苑 3室2厅 3000元,3室2厅,135,3000,22.222
合景天峻 3室2厅 4500元,3室2厅,91,4500,49.451
华庭嘉苑，89房两房一厅一卫，基本配套齐全，看房方便,2室2厅,89,2500,28.09
欧美金融城 3室2厅 4800元,3室2厅,89,4800,53.933
闲林山水紫薇苑 3室2厅 5000元,3室2厅,149,5000,33.557
书林苑 3室2厅 3800元,3室2厅,125,3800,30.4
天阳棕榈湾一期 3室2厅 5000元,3室2厅,124.76,5000,40.077
拎包入住，自住精装修，顶楼带阁楼，诚心出租,2室1厅,112.07,4200,37.477
未来科技城  毛坯房拎包入住 给您一个安心的家,3室1厅,88.74,2000,22.538
岸上蓝山 2室1厅 3000元,2室1厅,96,3000,31.25
采光佳，位置安静，人车分流，精装修，户型方正,3室2厅,146,6000,41.096
棕榈湾简装修房屋 出租跃层，可两户人家,6室2厅,205,6000,29.268
西溪蓝海 3室2厅 4600元,3室2厅,89,4600,51.685
万科桂语里 4室2厅 8000元,4室2厅,136.78,8000,58.488
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
出租！出租 全明户型 视线好 随时住 看房方便租金可谈,3室2厅,56.58,4500,79.533
良渚花苑新村 3室1厅 3000元,3室1厅,90,3000,33.333
昆仑华府 3室2厅 2500元,3室2厅,118,2500,21.186
欧美金融城 3室2厅 4800元,3室2厅,89,4800,53.933
欧美金融城 2室1厅 4500元,2室1厅,54,4500,83.333
星运丽园兰逸 4室1厅 3500元,4室1厅,202,3500,17.327
华元西溪欢乐城 3室1厅 3300元,3室1厅,45,3300,73.333
新城峯璟 4室2厅 15000元,4室2厅,156,15000,96.154
昆仑华府 3室2厅 3600元,3室2厅,89,3600,40.449
精装带地暖 中 央空调 品牌家具家电  业主精心配置,1室0厅,69,3800,55.072
雅居乐国际花园 4室2厅 2300元,4室2厅,117,2300,19.658
保亿丽景山精装修，三房两厅，可单租可整租，价格可谈,3室1厅,88.96,3500,39.344
未来科技城阿里，单身公寓，紧靠欢乐城，生活便捷。,3室1厅,44.33,2600,58.651
野风启城 3室2厅 2300元,3室2厅,87.91,2300,26.163
仁惠家园 3室2厅 3000元,3室2厅,92,3000,32.609
西溪蓝海 2室1厅 4000元,2室1厅,60,4000,66.667
庭院深深 2室2厅 2200元,2室2厅,103.31,2200,21.295
理想西溪金座 3室2厅 4600元,3室2厅,64,4600,71.875
西溪璞园大面积毛坯出租，楼层好，房东诚心出租.,4室2厅,126,2800,22.222
欧美金融城 2室2厅 4000元,2室2厅,47,4000,85.106
金成英特学府 3室2厅 1700元,3室2厅,89,1700,19.101
盛世嘉园 1室1厅 2800元,1室1厅,67.81,2800,41.292
通和十二橡树 2室2厅 2000元,2室2厅,83.02,2000,24.091
广厦天都城天河苑 1室1厅 1700元,1室1厅,40,1700,42.5
广厦天都城天泉苑 3室1厅 2000元,3室1厅,114,2000,17.544
华元西溪欢乐城 2室1厅 3500元,2室1厅,50.81,3500,68.884
浙地人家 4室2厅 5000元,4室2厅,133,5000,37.594
欧美金融城 2室1厅 4200元,2室1厅,54.42,4200,77.178
万通时尚公馆 3室2厅 4700元,3室2厅,89,4700,52.809
昆仑华府 2室1厅 3900元,2室1厅,89,3900,43.82
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
荷花小区 3室1厅 2350元,3室1厅,86,2350,27.326
万宝城 2室1厅 1000元,2室1厅,37.51,1000,26.66
新时代城市家园 2室2厅 1600元,2室2厅,91.89,1600,17.412
万宝城 2室1厅 1800元,2室1厅,34.12,1800,52.755
清合嘉园西区 4室2厅 3000元,4室2厅,192,3000,15.625
西溪蓝海 1室1厅 3200元,1室1厅,38,3200,84.211
西溪蓝海 3室2厅 4000元,3室2厅,89,4000,44.944
亲亲家园三期 5室2厅 12000元,5室2厅,186,12000,64.516
北湖绿洲花园 3室2厅 2500元,3室2厅,100,2500,25.0
新西湖小镇 3室2厅 2300元,3室2厅,100,2300,23.0
西溪永乐城 1室1厅 3800元,1室1厅,55,3800,69.091
绿城桃源小镇 4室2厅 4000元,4室2厅,137,4000,29.197
万宝城 2室1厅 1000元,2室1厅,34.12,1000,29.308
亲亲家园二期 3室2厅 5500元,3室2厅,123,5500,44.715
金帝海珀一期 4室1厅 2600元,4室1厅,139,2600,18.705
绿城桃源小镇 3室2厅 2000元,3室2厅,91.96,2000,21.749
西溪蓝海 4室2厅 4100元,4室2厅,89,4100,46.067
荷花小区 2室1厅 2100元,2室1厅,63,2100,33.333
爵士风情花园 3室2厅 3600元,3室2厅,120,3600,30.0
闲林山水紫薇苑 3室2厅 3200元,3室2厅,88.09,3200,36.326
华元西溪欢乐城 2室1厅 3200元,2室1厅,40,3200,80.0
赞成香颂一期 3室2厅 2700元,3室2厅,121.88,2700,22.153
昌源清苑 3室0厅 5700元,3室0厅,84,5700,67.857
景瑞御蓝湾 3室2厅 3500元,3室2厅,89,3500,39.326
"3房2卫精装修,家具家电齐全,看房有钥匙",3室2厅,100,2100,21.0
良渚文化村白鹭郡北 4室2厅 4500元,4室2厅,158,4500,28.481
金都西花庭 3室2厅 3000元,3室2厅,167,3000,17.964
大华海派风范 2室2厅 3300元,2室2厅,89,3300,37.079
新月花园 3室2厅 2600元,3室2厅,110,2600,23.636
东厦东港花苑 3室1厅 2600元,3室1厅,90,2600,28.889
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
万科郡西澜山 3室2厅 7000元,3室2厅,123.48,7000,56.689
玖玖国际财富中心 2室1厅 2100元,2室1厅,66,2100,31.818
翡翠城 2室2厅 4600元,2室2厅,88,4600,52.273
华元欢乐城 2室1厅 2200元,2室1厅,35,2200,62.857
浙商开元名都祺寓 1室1厅 2700元,1室1厅,50,2700,54.0
华元欢乐城 2室1厅 2500元,2室1厅,35,2500,71.429
红联九漾华庭▪东区 3室2厅 3100元,3室2厅,89,3100,34.831
华元欢乐城 1室1厅 2300元,1室1厅,34,2300,67.647
广厦天都城天河苑 3室1厅 2700元,3室1厅,99.8,2700,27.054
万通时尚公馆 3室1厅 4300元,3室1厅,89,4300,48.315
新西湖小镇 3室2厅 2300元,3室2厅,89,2300,25.843
庭院深深 2室2厅 3000元,2室2厅,88.4,3000,33.937
欧美金融城 3室2厅 4500元,3室2厅,90,4500,50.0
百姓弄小区 2室1厅 1800元,2室1厅,65,1800,27.692
东厦东港花苑 2室1厅 2300元,2室1厅,80,2300,28.75
湖山帝景湾南苑 3室2厅 4000元,3室2厅,105,4000,38.095
雅居乐国际花园 4室1厅 3000元,4室1厅,89,3000,33.708
青枫墅园 3室2厅 2600元,3室2厅,89,2600,29.213
莱茵知己 3室2厅 2800元,3室2厅,139,2800,20.144
东田擎天半岛 3室2厅 3000元,3室2厅,89,3000,33.708
金箭公寓 3室2厅 4500元,3室2厅,139,4500,32.374
广厦天都城蓝调公寓 2室1厅 2000元,2室1厅,88,2000,22.727
广厦天都城天漾 2室2厅 1600元,2室2厅,88,1600,18.182
欧美金融城 2室2厅 4300元,2室2厅,47,4300,91.489
中港罗兰小镇 2室1厅 2200元,2室1厅,40,2200,55.0
翡翠城 3室2厅 4800元,3室2厅,140.28,4800,34.217
海创绿谷 1室1厅 2800元,1室1厅,48.96,2800,57.19
西溪蓝海 1室1厅 3400元,1室1厅,38,3400,89.474
海创绿谷 1室1厅 2500元,1室1厅,30.57,2500,81.78
庭院深深 3室2厅 3800元,3室2厅,161.5,3800,23.529
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
西溪八方城 1室1厅 4300元,1室1厅,45,4300,95.556
西溪八方城 2室2厅 4500元,2室2厅,89,4500,50.562
合景天峻 3室2厅 4700元,3室2厅,89,4700,52.809
华元西溪欢乐城 2室1厅 3000元,2室1厅,52,3000,57.692
恒和依山郡 1室1厅 1300元,1室1厅,55.71,1300,23.335
未来科技城，文二西路，青枫墅园精装修3房。拎包入住,3室2厅,89.95,3300,36.687
西溪蓝海 1室1厅 3100元,1室1厅,40,3100,77.5
悦泽公寓 3室2厅 2500元,3室2厅,90,2500,27.778
西溪蓝海 2室2厅 4000元,2室2厅,80,4000,50.0
边套采光佳，通风好，装修精致进去就有家的感觉。,2室1厅,41,2350,57.317
西溪蓝海 3室1厅 4500元,3室1厅,89,4500,50.562
玉都枫景 3室2厅 4000元,3室2厅,88,4000,45.455
绿城莲园 3室1厅 4500元,3室1厅,120,4500,37.5
华城格之林花园 3室2厅 3200元,3室2厅,108.4,3200,29.52
爵士风情花园 4室2厅 5800元,4室2厅,198,5800,29.293
亲亲家园一期 3室2厅 5500元,3室2厅,118.5,5500,46.414
万通时尚公馆 3室2厅 5300元,3室2厅,110,5300,48.182
怡景花城流霞苑 3室2厅 4000元,3室2厅,140,4000,28.571
莱茵知己 3室2厅 2500元,3室2厅,86,2500,29.07
美好桂花溪园 2室2厅 1500元,2室2厅,91,1500,16.484
品质小区，绿城物业，简单装修，领包入住,2室1厅,68.31,2900,42.454
西溪蓝海 4室2厅 5500元,4室2厅,89,5500,61.798
昆仑华府 3室2厅 2500元,3室2厅,89.91,2500,27.806
荆山翠谷 2室0厅 2300元,2室0厅,60,2300,38.333
爵士风情大三房，简单装修，采光好视野开阔,3室2厅,126.43,3500,27.683
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
欧美金融城 2室1厅 4000元,2室1厅,54,4000,74.074
三盛颐景御园 4室2厅 4100元,4室2厅,139,4100,29.496
美好桂花溪园 3室2厅 1300元,3室2厅,92.24,1300,14.094
众安理想湾 3室1厅 2500元,3室1厅,80.49,2500,31.06
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
未来科技城精装4.79米LOFT公寓 民电民水,2室2厅,52,4800,92.308
万科北宸之光 3室1厅 4600元,3室1厅,89,4600,51.685
近阿里巴巴 高档别墅溪上玫瑰园出租,7室3厅,579.91,6000,10.346
华元西溪欢乐城 1室1厅 2900元,1室1厅,49,2900,59.184
凯文杭庄 3室2厅 3000元,3室2厅,87,3000,34.483
大华海派风景，户型正气，毛坯！,3室2厅,87.92,3200,36.397
保亿风景晨园 1室1厅 1900元,1室1厅,36.68,1900,51.799
乐佳国际恒生科技园精装loft公寓出租,2室1厅,53.97,4200,77.821
西溪蓝海 1室1厅 2800元,1室1厅,38,2800,73.684
余之城 2室1厅 2900元,2室1厅,70,2900,41.429
阿里巴巴文一西路海创园未来科技城新城峯璟住宅出租！,3室2厅,89,6000,67.416
广厦天都城蓝调公寓 3室1厅 2600元,3室1厅,89,2600,29.213
西溪蓝海 1室1厅 3000元,1室1厅,38,3000,78.947
未来科技城板块，与梦想小镇为邻，位置好，环境好,2室2厅,80,4200,52.5
景瑞御华府 3室2厅 1600元,3室2厅,89,1600,17.978
精装修公寓   家电齐全 拎包入住 诚心出租,1室1厅,38.16,2300,60.273
保亿风景晨园 2室2厅 2800元,2室2厅,81.93,2800,34.176
美好桂花金座 3室2厅 2800元,3室2厅,138,2800,20.29
阿里巴巴亲橙里0距离 精装2房 诚心出租！随时看房！,3室2厅,87,5800,66.667
朗诗未来街区东园 3室2厅 4100元,3室2厅,85,4100,48.235
庭院深深 2室1厅 1800元,2室1厅,83.83,1800,21.472
阿里巴巴西溪园区0距离，高教路旁，富力朗悦居,1室1厅,47.34,4700,99.282
余之城 3室2厅 3600元,3室2厅,90,3600,40.0
风雅乐府跃式户型采光无忧，毛坯！,4室2厅,135.08,4500,33.314
广厦天都城温莎苑 3室2厅 3500元,3室2厅,102,3500,34.314
广厦天都城天熙公馆 5室1厅 8000元,5室1厅,196.66,8000,40.679
树兰书香名邸 2室2厅 2500元,2室2厅,91.06,2500,27.454
东海水景城 1室1厅 2700元,1室1厅,60.79,2700,44.415
东方俊园 3室2厅 4000元,3室2厅,132,4000,30.303
赞成龙兴道一号 3室1厅 2800元,3室1厅,89,2800,31.461
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
美莱国际中心写字楼 2室1厅 5300元,2室1厅,75,5300,70.667
东田擎天半岛 3室1厅 3000元,3室1厅,89,3000,33.708
万宝城 2室1厅 2300元,2室1厅,39.41,2300,58.361
万宝城 2室1厅 2200元,2室1厅,34.12,2200,64.478
万宝城 1室1厅 1800元,1室1厅,34.12,1800,52.755
华元欢乐城 2室1厅 2300元,2室1厅,35,2300,65.714
西城时代家园 4室2厅 4200元,4室2厅,140,4200,30.0
同城印象花苑东区 4室2厅 4500元,4室2厅,127,4500,35.433
广厦天都城天澜 3室1厅 2000元,3室1厅,143,2000,13.986
奥克斯缔逸城 1室1厅 2800元,1室1厅,46,2800,60.87
广厦天都城天泉苑 3室2厅 3000元,3室2厅,136,3000,22.059
华元欢乐城 3室1厅 4100元,3室1厅,88,4100,46.591
绿城风华苑 2室2厅 3000元,2室2厅,85,3000,35.294
华鼎豪园 3室2厅 3500元,3室2厅,155,3500,22.581
大华海派风景，户型正气，毛坯！,3室1厅,84.78,4000,47.181
广厦天都城天月苑 6室3厅 4000元,6室3厅,195,4000,20.513
万宝城 2室1厅 2400元,2室1厅,42.79,2400,56.088
金地广场 2室1厅 4000元,2室1厅,45,4000,88.889
融创金成西溪海 3室2厅 3000元,3室2厅,89,3000,33.708
绿城紫桂公寓 2室2厅 2400元,2室2厅,80,2400,30.0
迪凯运河印象 1室1厅 2600元,1室1厅,50,2600,52.0
富力十号一期 1室1厅 4300元,1室1厅,45,4300,95.556
昆仑华府 4室1厅 3600元,4室1厅,100,3600,36.0
嘉和银领时代 3室1厅 2000元,3室1厅,87,2000,22.989
东田玉城 3室2厅 2700元,3室2厅,90.3,2700,29.9
仁和金鼎公寓 1室1厅 1800元,1室1厅,45,1800,40.0
东海水景城 3室2厅 3000元,3室2厅,129.9,3000,23.095
汤家锦绣公寓二期 4室1厅 2000元,4室1厅,120.3,2000,16.625
